annoaccademico,corso_codice,corso_descrizione,indirizzo_codice,indirizzo_descrizione,orientamento_codice,orientamento_descrizione,curriculum_codice,curriculum_descrizione,curriculum_note,url
2018/2019,0936,Ingegneria gestionale,000,,000,,Manifesto-2018_0936_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0936/000/000/2017
2018/2019,0937,Ingegneria informatica,000,,000,,Manifesto-2018_0937_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0937/000/000/2018
2018/2019,0937,Ingegneria informatica,000,,000,,Manifesto-2018_0937_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0937/000/000/2017
2018/2019,0938,Ingegneria meccanica,000,,000,,Manifesto-2018_0938_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0938/000/000/2018
2018/2019,0938,Ingegneria meccanica,000,,000,,Manifesto-2018_0938_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0938/000/000/2017
2018/2019,0940,Ingegneria edile - architettura,000,,000,,Manifesto-2018_0940_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0940/000/000/2018
2018/2019,0940,Ingegneria edile - architettura,000,,000,,Manifesto-2018_0940_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0940/000/000/2017
2018/2019,0940,Ingegneria edile - architettura,000,,000,,Manifesto-2018_0940_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0940/000/000/88
2018/2019,0940,Ingegneria edile - architettura,000,,000,,Manifesto-2018_0940_000_000_5,Piano didattico per studenti immatricolati nell'a.a 2013-14 e 2014-15,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0940/000/000/5
2018/2019,0940,Ingegneria edile - architettura,000,,000,,Manifesto-2018_0940_000_000_1,Piano didattico per studenti immatricolati nell'a.a. 2015-16,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0940/000/000/1
2018/2019,0946,Ingegneria biomedica,000,,000,,Manifesto-2018_0946_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-2019,Legenda periodi: 1= primo semestre; 2= secondo semestre; A= annuale.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0946/000/000/2018
2018/2019,0946,Ingegneria biomedica,000,,000,,Manifesto-2018_0946_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-2018,Legenda periodi: 1= primo semestre; 2= secondo semestre; A= annuale.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0946/000/000/2017
2018/2019,0946,Ingegneria biomedica,000,,000,,Manifesto-2018_0946_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-2017,Legenda periodi: 1= primo semestre; 2= secondo semestre; A= annuale.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0946/000/000/88
2018/2019,0949,Ingegneria meccanica,000,,000,,Manifesto-2018_0949_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-2019,"PROPEDEUTICITA'
Per sostenere qualsiasi esame del terzo anno di corso lo studente deve avere acquisito almeno 30 CFU negli insegnamenti del primo anno di corso appartenenti ai seguenti SSD: 
- MAT/03 (Geometria)
- MAT/05 (Analisi matematica)
- MAT/07 (Fisica matematica)
- FIS/01 (Fisica sperimentale)",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0949/000/000/2018
2018/2019,0949,Ingegneria meccanica,000,,000,,Manifesto-2018_0949_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-2018,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0949/000/000/2017
2018/2019,0949,Ingegneria meccanica,000,,000,,Manifesto-2018_0949_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0949/000/000/88
2018/2019,0956,"Dams - discipline delle arti, della musica  e dello spettacolo",000,,000,,Manifesto-2018_0956_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,"Il corso di laurea propone quattro orientamenti: 1) Arti visive, 2) Cinema, 3) Musica, 4) Teatro, che lo studente potrà approfondire inserendo nel proprio piano di studio gli insegnamenti dell'Ambito di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0956/000/000/2018
2018/2019,0956,"Dams - discipline delle arti, della musica  e dello spettacolo",000,,000,,Manifesto-2018_0956_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,"Il corso di laurea propone quattro orientamenti: 1) Arti visive, 2) Cinema, 3) Musica, 4) Teatro, che lo studente potrà approfondire inserendo nel proprio piano di studio gli insegnamenti dell'Ambito di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0956/000/000/2017
2018/2019,0956,"Dams - discipline delle arti, della musica  e dello spettacolo",000,,000,,Manifesto-2018_0956_000_000_2016,Piano didattico per studenti immatricolati nell'a.a 2016-17,"Il corso di laurea propone quattro orientamenti: 1) Arti visive, 2) Cinema, 3) Musica, 4) Teatro, che lo studente potrà approfondire inserendo nel proprio piano di studio gli insegnamenti dell'Ambito di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0956/000/000/2016
2018/2019,0957,Filosofia,000,,000,,Manifesto-2018_0957_000_000_2016,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0957/000/000/2016
2018/2019,0962,Storia,000,,000,,Manifesto-2018_0962_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,"Il corso di laurea in Storia prevede insegnamenti relativi al mondo antico, medievale, moderno e contemporaneo. Lo studente potrà approfondire uno specifico periodo cronologico inserendo nel proprio piano di studio insegnamenti dell'Area di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0962/000/000/2018
2018/2019,0962,Storia,000,,000,,Manifesto-2018_0962_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,"Il corso di laurea in Storia prevede insegnamenti relativi al mondo antico, medievale, moderno e contemporaneo. Lo studente potrà approfondire uno specifico periodo cronologico inserendo nel proprio piano di studio insegnamenti dell'Area di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0962/000/000/2017
2018/2019,0962,Storia,000,,000,,Manifesto-2018_0962_000_000_2016,Piano didattico per studenti immatricolati nell'a.a. 2016-17,"Il corso di laurea in Storia prevede insegnamenti relativi al mondo antico, medievale, moderno e contemporaneo. Lo studente potrà approfondire uno specifico periodo cronologico inserendo nel proprio piano di studio insegnamenti dell'Area di interesse.",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0962/000/000/2016
2018/2019,0964,Antropologia culturale ed etnologia,000,,000,,Manifesto-2018_0964_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0964/000/000/2018
2018/2019,0964,Antropologia culturale ed etnologia,000,,000,,Manifesto-2018_0964_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0964/000/000/2017
2018/2019,0966,"Cinema, televisione e produzione multimediale",000,,000,,Manifesto-2018_0966_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0966/000/000/2018
2018/2019,0966,"Cinema, televisione e produzione multimediale",000,,000,,Manifesto-2018_0966_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0966/000/000/2017
2018/2019,0970,"Filologia, letteratura e tradizione classica",000,,000,,Manifesto-2018_0970_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0970/000/000/2018
2018/2019,0970,"Filologia, letteratura e tradizione classica",000,,000,,Manifesto-2018_0970_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0970/000/000/2017
2018/2019,0971,Geografia e processi territoriali,000,,000,,Manifesto-2018_0971_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0971/000/000/2018
2018/2019,0971,Geografia e processi territoriali,000,,000,,Manifesto-2018_0971_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0971/000/000/2017
2018/2019,0977,Arti visive,000,,000,,Manifesto-2018_0977_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0977/000/000/2018
2018/2019,0977,Arti visive,000,,000,,Manifesto-2018_0977_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0977/000/000/2017
2018/2019,0979,Lingue e letterature straniere,000,,000,,Manifesto-2018_0979_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0979/000/000/2018
2018/2019,0979,Lingue e letterature straniere,000,,000,,Manifesto-2018_0979_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0979/000/000/2017
2018/2019,0979,Lingue e letterature straniere,000,,000,,Manifesto-2018_0979_000_000_2016,Piano didattico per studenti immatricolati nell'a.a. 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0979/000/000/2016
2018/2019,0980,"Lingue, mercati e culture dell'Asia",000,,000,,Manifesto-2018_0980_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018/19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0980/000/000/2018
2018/2019,0980,"Lingue, mercati e culture dell'Asia",000,,000,,Manifesto-2018_0980_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017/18,Placement Test OOPT,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0980/000/000/2017
2018/2019,0980,"Lingue, mercati e culture dell'Asia",000,,000,,Manifesto-2018_0980_000_000_2016,Piano didattico per studenti immatricolati nell'a.a. 2016/17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0980/000/000/2016
2018/2019,0981,"Letterature moderne, comparate e postcoloniali",736,CURRICULUM WOMEN'S AND GENDER STUDIES - STUDI DI GENERE E DELLE DONNE (GEMMA),000,,Manifesto-2018_0981_000_736_2018,Curriculum Women's and Gender Studies - Studi di Genere e delle donne (GEMMA): per studenti immatricolati nell'a.a. 2018/2019,Curriculum Women's and Gender Studies - Studi di Genere e delle donne (GEMMA): per studenti immatricolati nell'a.a. 2018/2019,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0981/736/000/2018
2018/2019,0981,"Letterature moderne, comparate e postcoloniali",736,CURRICULUM WOMEN'S AND GENDER STUDIES - STUDI DI GENERE E DELLE DONNE (GEMMA),000,,Manifesto-2018_0981_000_736_2017,Curriculum Women's and Gender Studies - Studi di Genere e delle donne (GEMMA): per studenti immatricolati nell'a.a.2017/2018,Curriculum Women's and Gender Studies - Studi di Genere e delle donne (GEMMA): per studenti immatricolati nell'a.a.2017/2018,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0981/736/000/2017
2018/2019,0981,"Letterature moderne, comparate e postcoloniali",946,"LETTERATURE MODERNE, COMPARATE E POSTCOLONIALI",000,,Manifesto-2018_0981_000_946_2018,"Curriculum letterature moderne, comparate e postcoloniali - per studenti immatricolati nell'a.a. 2018-19","Curriculum letterature moderne, comparate e postcoloniali - per studenti immatricolati nell'a.a. 2018-19",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0981/946/000/2018
2018/2019,0981,"Letterature moderne, comparate e postcoloniali",946,"LETTERATURE MODERNE, COMPARATE E POSTCOLONIALI",000,,Manifesto-2018_0981_000_946_2017,"Curriculum letterature moderne, comparate e postcoloniali - per studenti immatricolati nell'a.a. 2017-18","Curriculum letterature moderne, comparate e postcoloniali - per studenti immatricolati nell'a.a. 2017-18",http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0981/946/000/2017
2018/2019,0983,Lingua e cultura italiane per stranieri,000,,000,,Manifesto-2018_0983_000_000_2018,Corso di laurea magistrale in Lingua e cultura italiane per stranieri	- per studenti immatricolati nell'a.a. 2018-19,Corso di laurea magistrale in Lingua e cultura italiane per stranieri - per studenti immatricolati nell'a.a. 2018-19,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0983/000/000/2018
2018/2019,0983,Lingua e cultura italiane per stranieri,000,,000,,Manifesto-2018_0983_000_000_2017,Corso di laurea magistrale in Lingua e cultura italiane per stranieri	- per studenti immatricolati nell'a.a. 2017-18,Corso di laurea magistrale in Lingua e cultura italiane per stranieri - per studenti immatricolati nell'a.a. 2017-18,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0983/000/000/2017
2018/2019,0989,Neuroscienze e riabilitazione neuropsicologica,000,,000,,Manifesto-2018_0989_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,Nell'Anno Accademico 2018/2019 è attivo il primo anno di corso,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0989/000/000/2018
2018/2019,0989,Neuroscienze e riabilitazione neuropsicologica,000,,000,,Manifesto-2018_0989_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,Nell'Anno Accademico 2018/2019 è attivo il secondo anno di corso,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0989/000/000/2017
2018/2019,0990,Psicologia clinica,000,,000,,Manifesto-2018_0990_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0990/000/000/2018
2018/2019,0990,Psicologia clinica,000,,000,,Manifesto-2018_0990_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0990/000/000/2017
2018/2019,0991,Psicologia cognitiva applicata,000,,000,,Manifesto-2018_0991_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,Il piano didattico si applica agli studenti iscritti a partire dall'Anno Accademico 2018/2019.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0991/000/000/2018
2018/2019,0991,Psicologia cognitiva applicata,000,,000,,Manifesto-2018_0991_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,Il piano didattico si applica agli studenti iscritti a partire dall'Anno Accademico 2017//2018.,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0991/000/000/2017
2018/2019,0993,Psicologia scolastica e di comunita',000,,000,,Manifesto-2018_0993_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0993/000/000/2018
2018/2019,0993,Psicologia scolastica e di comunita',000,,000,,Manifesto-2018_0993_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/0993/000/000/2017
2018/2019,8004,Astronomia,000,,000,,Manifesto-2018_8004_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8004/000/000/2018
2018/2019,8004,Astronomia,000,,000,,Manifesto-2018_8004_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8004/000/000/2017
2018/2019,8004,Astronomia,000,,000,,Manifesto-2018_8004_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8004/000/000/88
2018/2019,8005,Biotecnologie,000,,000,,Manifesto-2018_8005_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8005/000/000/2018
2018/2019,8005,Biotecnologie,000,,000,,Manifesto-2018_8005_000_000_2017,Piano didattico - Immatricolati AA 2017/18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8005/000/000/2017
2018/2019,8006,Chimica e chimica dei materiali,000,,000,,Manifesto-2018_8006_000_000_2018,Piano didattico per studenti immatricolati nell'a.a. 2018-19,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8006/000/000/2018
2018/2019,8006,Chimica e chimica dei materiali,000,,000,,Manifesto-2018_8006_000_000_2017,Piano didattico per studenti immatricolati nell'a.a. 2017-18,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8006/000/000/2017
2018/2019,8006,Chimica e chimica dei materiali,000,,000,,Manifesto-2018_8006_000_000_88,Piano didattico per studenti immatricolati nell'a.a. 2016-17,,http://www.unibo.it/it/didattica/corsi-di-studio/piano-didattico/2018/8006/000/000/88
